commentor,comments,news
>Mukul Handa,>There was a time when airtel had monopoly in telecom sector as time doesnt remain same then came the boss ambani &amp; rest is history,>Mittal's total remuneration from Airtel was Rs 30.14 crore!
>Hanu Techi Tara,>Andhra Pradesh does not require special status but Arunachal Pradesh requires being a undeveloped State and bordering China.,">The opposition wants TDP to raise issues such as lynching, communal violence and farmer suicides."
>Prabhu Sortur,>Let him to provide central fund which was released by Modi Govt. His 420cm and eaten all Govt money by his family. TDP lost people confidence and will loose the coming election. Jai BJP and Pawan Kalyan Praja party will come to power,">The opposition wants TDP to raise issues such as lynching, communal violence and farmer suicides."
>Shekhar Gothoskar,">Since NRIs are not legally permitted to apply for Aadhar card, how should they now file the ITR?",">For taxpayers, it is of utmost importance to know what are the documents needed while filing ITR."
>Prannay Deep Singh,>Who the hell follows rules in India. It will be used for all non govt related stuff.,">The Wi-Fi, he said, can be used to browse only government websites"
>Mukesh Kalidas,>Atleast now hope we see full attendance in parliament... ,">The Wi-Fi, he said, can be used to browse only government websites"
>Ankur Singh,>Abhishek Singh,>Vehicles carrying VVIPs in Delhi will now have to display their registration number plates.
>Ujef Sabirbhai,>GOOGLE MAY HAVE WRIGGLED OUT BY PAYING ELECTION FUNDS IF IT WAS INDIA.,>Vehicles carrying VVIPs in Delhi will now have to display their registration number plates.
>Kale Salomon,>Kejriwal is the best cm for delhi,">People were suffering as many works of critical importance were pending for many months, he said."
>Vishal Agrawal,>modi na kuch karte hain na karne dete hain.. rupya gir raha hai lekin wo elections main hi busy rahte hain.. india ko kejriwal ki zaroorat hai as pm...,">People were suffering as many works of critical importance were pending for many months, he said."
>Manu Arvind Johri,>Pay 1 lakh for folding feature...,>It seems Samsung could win the race to creating foldable smartphones for the masses!
>Kumar Rajeev,>Scamster party needs crowd fund. Ridiculous,>The idea for crowdfunding came from Congress president Rahul Gandhi's former aide Kanishk Singh
>Siddharth Shah,>I am sending 2 bricks...,>The idea for crowdfunding came from Congress president Rahul Gandhi's former aide Kanishk Singh
>Ravi Ravi,">fake news toi, i live in brj and nthng such has hpnd here",>Birgunj in Nepal witnessed heavy downpour on wednesday. Incessant rain led to a flood like situation in Birgunj.
>Prabin Aryal,>Very very late reporting!!!it happened a month ago.....,>Birgunj in Nepal witnessed heavy downpour on wednesday. Incessant rain led to a flood like situation in Birgunj.
>Rooha Diwan,>Sahrish Shaikh ,>Birgunj in Nepal witnessed heavy downpour on wednesday. Incessant rain led to a flood like situation in Birgunj.
>Manish Kumar,>Ashutosh Sharma,>Birgunj in Nepal witnessed heavy downpour on wednesday. Incessant rain led to a flood like situation in Birgunj.
>Suyash Chandra,">A Christian leading a Army command by sheer merit &amp; Calibre, where are conversion missionary gangs who say we are oppressed, India is intolerant",">Lt Gen Mathson said that the incidents of stone pelting in Jammu and Kashmir have come ""under control"""
>Law of Attraction,">Giving to someone else (without expecting anything in return) shifts your thinking from “I don’t have enough"" or ""Woe is me"", to ""I have more than enough to give to others.” Abundance is a high vibration. In the same vein, being kind (as opposed to being mean) puts you at a high vibration. Gossip or treat others badly and your vibration will suffer.",">Sukhendu Sekhar Ray (TMC) said that social media sites have off late become ""anti-social sites"" and talked about the incidents of lynching"
>Luckson Kamei,>Why hundreds of army men needed for just 3 terrorist to counter?,>A group of three terrorists launched an attack on police party in Sopore bypass area in Jammu and Kashmir.
>Krishnendu Ghosh,>Hunt them all.,>A group of three terrorists launched an attack on police party in Sopore bypass area in Jammu and Kashmir.
>Dwaipayan Gupta,">No, it won't work !",>Will this work?
>Mukund Sahay,">kon corrupt hai, ab iska certificates aaptards denge..jo khud sale corrupt, liers aur gunde hain. aaj tak maine nahi suna tha kisi v state ka CM aadhi raat k baad chief secretary ko apne ghar bulakar apne gunde ministers se usko pitwata hai. delhi ka mazak bana diya hai salo ne.",">Edgbaston, where England are unbeaten since 2009, will get the five-Test series underway from August 1-5"
>Mohit Goel,>Yeh delhi ka nahi india ka sabse corrupt ias hai...modi ji kejriwal ka mujhe pata nahi par iski jaanch zaroor karwaao...3hotels hai iske manali aur Missouri mein..I can give u name,">Edgbaston, where England are unbeaten since 2009, will get the five-Test series underway from August 1-5"
>Ramandeep Singh,>Well then I should renew my licence and hope to get a job as a pilot then..,>Your dream to fly is about to come true!
>Azim Hashim Premji,>Ohh great i luv Kempegowda international Airport Bangalore,>Your dream to fly is about to come true!
>Akash Chakravarty,>TVS Ntorq is better.,>The new scooter gets a European design with a large front fairing and integrated LED headlamp.
>Ankur Singh,>Bhanu Pratap,>The new scooter gets a European design with a large front fairing and integrated LED headlamp.
>Gurleen Kaur,>Sonu,>It's less than you think!
>Simran Gupta,>Siddharth Goel,>It's less than you think!
>Paritosh Choudhary,>Prakash Choudhary,">Chief Minister Raman Singh announced Online Pension Management System which will ease in transferring the pension amount. The gratuity amount is also being considered for a hike, from 10 lakh to 20 lakh."
>Mukund Sahay,">what about ndtv &amp; other indian channels ? they spread misinformation not social media. actually, tv media &amp; print media is jealous of social media because it exposes their lies &amp; agenda.",>The social network has drawn intense criticism for its policies surrounding misinformation in general.
>Paul Anand,">Take down fake news?!! I've reported a large number of such fake news by pages and posts by individuals and they, Facebook don't take it down, I don't know why and they say they'll take action against fake news?!! I think the Indian management of Facebook is afraid to take steps against the ruling party.",>The social network has drawn intense criticism for its policies surrounding misinformation in general.
>Mukund Sahay,">It is first time in our India that any PM has shown guts to regulate SIT to control Black Money. Manmohan chamche ki gand fatt gayi thi, black money par SIT bithane k nam se. Sare Congressi, from chidambaram to kapil sibbal, from Robert Vadra to Sonia Gandhi..each has swiss account full of black money.",>The latest recommendations come after the earlier suggested limits of Rs 15 lakh and Rs 20 lakh were to be too low
>Manoj Kumar,">Congress should promise ₹1 crore (recovery from black money) to each person, only then congress can win the general election in 2019",>The latest recommendations come after the earlier suggested limits of Rs 15 lakh and Rs 20 lakh were to be too low
>Ankit Jain,>Samriti Jain,>The latest recommendations come after the earlier suggested limits of Rs 15 lakh and Rs 20 lakh were to be too low
>Naveen Chandra,">If that scandal hadn't come in media ,would you have conducted enquiry against it. Stop your lies Mr.Anthony. Thanks to RTI, because of which your govt scandals got exposed",>Senior Congress leader AK Antony said that it was the UPA government which had ordered a probe into the Agusta Westland chopper scam. Watch for more...
>Arun Pillai,>This is minorities agenda. He is from smallest state but church nominated candidate. Understand his position and this is the perfect example of how minority dominate entire hindu majority. Secularism,>Senior Congress leader AK Antony said that it was the UPA government which had ordered a probe into the Agusta Westland chopper scam. Watch for more...
>Manoj Kumar,>Kapil sharma is in great depression because of sunil Grover's success.,>You can opt for these dog breeds if you are living in India via 
>Siddhesh Shanbhag,">When you make phones which don't cater to the consumer's choice, this is what happens. Good riddance. If at all, HTC should learn from Xiaomi and OnePlus on how to make specs rich smartphones and sell them at an attractive price.",>Sad! It is also cutting down on all distribution agreements in the country.
>Puneet Raj Singh,">Sad. Superb phones that introduced all pioneering specs like Lytro, Ultrapixel, beautiful UI etc. let down by the slightly premium price and mostly the crappy after sales service. You can't do well without that.",>Sad! It is also cutting down on all distribution agreements in the country.
">Law of Attraction - Ask, Believe, Receive",">To make the right choices in life, you have to get in touch with your soul. To do this, you need to experience solitude, which most people are afraid of, because in the silence you hear the truth and know the solutions. - Deepak Chopra",">Several girl students were trapped in a school after water tank of the school collpased in Hindaun, Rajasthan. The trapped girls were later rescued from the debris."
>Udit Mehta,>Sandeep Goyal,">Several girl students were trapped in a school after water tank of the school collpased in Hindaun, Rajasthan. The trapped girls were later rescued from the debris."
>Parvindr Singh,>Latest version of Google,>Why has Google been fined? We bring you all the information!
>Arun Jain,>Chut chamki,>Eye masks which can help you to get rid of dark circles &amp; puffy eyes via 
>Hrithik Rohilla,>Abhishek Goel go for it ,>Honda Cars India Ltd has launched the 2018 Jazz with a host of cosmetic updates new interior features and added safety features
>Poonam Mandhani,>Pooja Mandhani B'day gift ,>Honda Cars India Ltd has launched the 2018 Jazz with a host of cosmetic updates new interior features and added safety features
>Vandita Verma,>Ankita Chopde When are we having this ,>Try this recipe!
>Abeer Kapoor,>Pragati Kapoor maaaaaaaa,>Try this recipe!
>Vaishali Pandita,>Reetika Pandita. ,>Are you the favourite?
>Urvashi Panchal,>Bhavini Panchal Jay Panchal ,>Are you the favourite?
>Paul Anand,">With ED, CBI, CJI in their pocket, it is natural for the members of the opposition party to take a few hits.",>Seventeen other people were also named in the CBI chargesheet
>Sachein Sathyajith,>But some frustrated pidis consider him and other scam-tainted leaders as a better alternative to modi and BJP in 2019.,>Seventeen other people were also named in the CBI chargesheet
>Aman Singh Gangwar,">Release them. You dont know how many lives of stoners... , you are messing those innocent chilling lives up.",>Tamil Nadu Police's Q Branch seized 304 Kg of smuggled cannabis from Ramanathapuram's Sundaramudayan village and detained three persons.
>Ashar Naeem,>They are mending roads to be able to get away with cows faster.. Lynch them,">Irfan Macchiwala and Mushtaq Ansari, two Mumbaikars from Mahim, make it their habit to fill potholes on their own on the busy Western Express Highway."
>Iqbal Khan,>Prophet Muhammed (Peace be upon him) said: Removing a harmful thing from the path is a charitable act.(Recorded in Saheeh al-Bukhari),">Irfan Macchiwala and Mushtaq Ansari, two Mumbaikars from Mahim, make it their habit to fill potholes on their own on the busy Western Express Highway."
>Ashis Chatterjee,>Natural,>Ever happened to you?
>Rakesh Prasad,>Congress doesnt have the nos. to be deemed single largest opposition party. What is this moron trying to prove?,>He refused to attend similar meetings March 1 and April 10 as well.
>Dilip Ganatra,>Congress strategy not to cooperate till congress Rahul becomes PM obvious party will not meet to select Lokpal let centre govt gets court anger,>He refused to attend similar meetings March 1 and April 10 as well.
>Jagdish Ram Chandrababu,>No such stunts were performed in karnataka while releasing water.. it's given by nature not by TN officials,">Tamil Nadu chief minister Edappadi K Palaniswami on Thursday opened the sluice gates of the Mettur dam, and 2,000 cusecs of the Cauvery water started gushing out of the Stanley Reservoir."
>Sudeep Pattanaik,">Its not the biker's fault. he was blinded by the bus as was the priest. just using the Zebra crossing doesn't make him clean, secondly why is it mentioned speeding biker. Its not evident anywhere what speed he was doing. So please change your headline.",>A speeding biker hit a priest who was walking on the zebra crossing in Hyderabad's Tank Bund area.
>Hema Siyag,>In zebra crossing first the pedestrian then for vehicles.  This is the traffic law. Google rule of zebra crossing. Even the bus should halt.,>A speeding biker hit a priest who was walking on the zebra crossing in Hyderabad's Tank Bund area.
>Puneet Zar,>These 'bobs' are getting out of hand ,">In another case of mob justice in Karnataka, a bob beat up a man who was meeting his child in Mandya district."
>Mohan Mulchand Aina,>I thought that in Karnataka the people were good but now looking at these types of incidents I feel they are worst than animals.,">In another case of mob justice in Karnataka, a bob beat up a man who was meeting his child in Mandya district."
>Aparna Jaishankar,>Don't be ridiculous !! Why should people learn from a celebrity couple ! Do your own thing !!,">In another case of mob justice in Karnataka, a bob beat up a man who was meeting his child in Mandya district."
>Nitin Bansal,>Yaa thats true noted...,">Losing weight isn't that easy, but keep these tips in mind while focussing on your goal...via "
>Bhanu Rama Lakshman,>With just sensors without ai level programming how can it drive,">The car, equipped with motion-detecting sensors and cameras, would navigate on its own."
>Rennu Kapila,>Great!,>The shrine is also called “Temple in my dream”
>Karishma Khanna,">Who else can take India towards progress n growth, Modi is India's best Hope ",">Under Pradhan Mantri Fasal Bima Yojana, insurance companies registered a margin of Rs 15,029 crore."
>Nhiraj D. Sethiya,>Imagine a husband doing this to his wife. Would've been national news.,>A man from Tamil Nadu’s Coimbatore thrashed in public by his wife after she came to know about his extra-marital affair.
>Sushmita Singh,>Well..something good is happening somewherre ,>A man from Tamil Nadu’s Coimbatore thrashed in public by his wife after she came to know about his extra-marital affair.
>Mahwash Siddique,>Good for her,>A man from Tamil Nadu’s Coimbatore thrashed in public by his wife after she came to know about his extra-marital affair.
>Janki Yekar,>I really hate her..serves her right!! Nautankibaaz..,>A man from Tamil Nadu’s Coimbatore thrashed in public by his wife after she came to know about his extra-marital affair.
>Sumit Dey,>One question.... When can we expect Gandhi being removed from Indian currency???,>The new Rs 100 notes will be lavender in colour and will have the motif of “RANI KI VAV” on the reverse
>Rakesh Verma,>Why everything of Gujarat ?,>The new Rs 100 notes will be lavender in colour and will have the motif of “RANI KI VAV” on the reverse
>Jayashree Sriram,>Dont get carried way. Dont buy unwanted stuff. Dont indulge.,>Nokia is giving away several launch offers and cashbacks on the new smartphone.
>Ujjval Mehrotra,>Ankit Mehrotra,>Nokia is giving away several launch offers and cashbacks on the new smartphone.
>Vivek Kanodia,>Aur agar Islam me aurat ko paak darza Diya gaya hai to tum ye sab karke khud ke religion ko khud hi badnaam karte ho,>The woman alleges that her husband broke off the marriage because she gave birth to a girl child.
>Rakesh Debbarma,>Her sister Oppo will launch the same kind of phone too.I guarantee.,>Simple habits to follow in the morning for a healthy lifestyle via 
>Ravinder Singh,">Camera isn't too good,",>Simple habits to follow in the morning for a healthy lifestyle via 
>Sagar Saag,>Adopt me!,">The model received a huge cheer from the audience as she headed back down the runway, smiling down at her daughter."
>Jayashree Sriram,>What a dedicated mom! We need more women like ,">The model received a huge cheer from the audience as she headed back down the runway, smiling down at her daughter."
>Amrita Roy,>There are other important things to  show other than such craps,>Revenge on their mind !
>Dheeraj Singh,>I want BIOPIC of KEJRIWAL SIR ,>Loved Sanju? 
>Assad Yaar,>For me Sanju was like Kunju.,>Loved Sanju? 
>Sadia Sarmast,>She is not stylish..she is only exposing her body...,">Like mother, like daughter..."
>Sachein Sathyajith,">Motabhai, can you please kill these TOI reporters and journalists in a fake encounter, just like how you did to Sohrabbudin Sheikh and Tulsi Ram Prajapati???",">Like mother, like daughter..."
>Mridula Saraf,>Ban child porn on internet in india...otherwise these people will turn into groups n communities..attacking innocent children n ruining their life..,>The child is now battling for life as the brutal sexual assault has damaged her intestines.
>Hussain Subair,">While our Prime moron and the rest of their team are busy with destroying communal harmony, this’s what happens. Incredible INDIA",>The child is now battling for life as the brutal sexual assault has damaged her intestines.
>Dee Dee Johnson,>...and we're supposed to believe anything this White House says because......? ,>The U.S. has no intention of allowing Russia to question 
>David Lulasa,>Unknown geology,">The Fire Department of New York says a high-pressure steam leak has caused street closings in Manhattan's Flatiron District Thursday. There were no immediate reports of injuries. Surrounding buildings have been evacuated as a precaution. Broadcast images showed a large plume of white steam billowing high into the air and the red flashing lights of responder vehicles. WABC says the blast blew a hole in the middle of Fifth Avenue, sending chunks of asphalt into the street. It says there also were manhole explosions from West 19th Street to West 21st streets."
>David Schneider,>They should take away his passport for 'un-American activities'.,">In Twitter remarks, Trump said, ""The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forward to our second meeting so that we can start implementing some of the many things discussed, including stopping terrorism, security for Israel, nuclear proliferation, cyber attacks, trade, Ukraine, Middle East peace, North Korea and more. There are many answers, some easy and some hard, to these problems...but they can ALL be solved!"""
>Abdurrahman Mudi,>Can Trump do without Putin? This is because Putin is always two steps ahead of Trump.,">In Twitter remarks, Trump said, ""The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forward to our second meeting so that we can start implementing some of the many things discussed, including stopping terrorism, security for Israel, nuclear proliferation, cyber attacks, trade, Ukraine, Middle East peace, North Korea and more. There are many answers, some easy and some hard, to these problems...but they can ALL be solved!"""
>Patrice Lemana,">My prayer is that 'once these scoundrels are convicted, the noose at the gallows must positively face them'.",">In Twitter remarks, Trump said, ""The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forward to our second meeting so that we can start implementing some of the many things discussed, including stopping terrorism, security for Israel, nuclear proliferation, cyber attacks, trade, Ukraine, Middle East peace, North Korea and more. There are many answers, some easy and some hard, to these problems...but they can ALL be solved!"""
>Chukwuemeka M Okafor,">The problem is when they are convicted, the federal government will release and integrate them into the society by calling them 'Repentant militant'..",">In Twitter remarks, Trump said, ""The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forward to our second meeting so that we can start implementing some of the many things discussed, including stopping terrorism, security for Israel, nuclear proliferation, cyber attacks, trade, Ukraine, Middle East peace, North Korea and more. There are many answers, some easy and some hard, to these problems...but they can ALL be solved!"""
>Masud Ahmad,>She is an animal.,">Myanmar leader Aung San Suu Kyi led the annual Martyrs' Day ceremony Thursday in Yangon by visiting the tomb of her father and the country's independence leader, General Aung San. Suu Kyi laid a wreath at her father's tomb and paid her respects. Also attending the ceremony was Senior General Min Aung Hlaing, along with other members of the cabinet. General Aung San led the independence movement in Burma. He was assassinated on 19 July 1947, months before the country gained independence from British rule."
>Frances Tynan,">incredibly  Brave Woman, who has given her whole life for the independence from the military",">Myanmar leader Aung San Suu Kyi led the annual Martyrs' Day ceremony Thursday in Yangon by visiting the tomb of her father and the country's independence leader, General Aung San. Suu Kyi laid a wreath at her father's tomb and paid her respects. Also attending the ceremony was Senior General Min Aung Hlaing, along with other members of the cabinet. General Aung San led the independence movement in Burma. He was assassinated on 19 July 1947, months before the country gained independence from British rule."
>Paul Garcia,>Who knew?,">The North Korea denuclearization progress has stalled as pressure from economic sanctions appears to be easing, and after U.S. President Donald Trump declared that North Korea is no longer a nuclear threat. U.S. Secretary of State Mike Pompeo said Wednesday that reaching a denuclearization deal with North Korea “may take some time.” He spoke during a Cabinet meeting with the president and high-ranking members of his administration. Trump had also said Tuesday that there is “no time limit” to the negotiations, but added Wednesday in a tweet that sanctions would remain in place and there would be big benefits for North Korea at the end of the process."
>Dee Dee Johnson,>No time limit?!?!   The Art of The Deal?!?!?!   ,">The North Korea denuclearization progress has stalled as pressure from economic sanctions appears to be easing, and after U.S. President Donald Trump declared that North Korea is no longer a nuclear threat. U.S. Secretary of State Mike Pompeo said Wednesday that reaching a denuclearization deal with North Korea “may take some time.” He spoke during a Cabinet meeting with the president and high-ranking members of his administration. Trump had also said Tuesday that there is “no time limit” to the negotiations, but added Wednesday in a tweet that sanctions would remain in place and there would be big benefits for North Korea at the end of the process."
>Israel Omoredia,>I don’t care how criminals get treated,">The North Korea denuclearization progress has stalled as pressure from economic sanctions appears to be easing, and after U.S. President Donald Trump declared that North Korea is no longer a nuclear threat. U.S. Secretary of State Mike Pompeo said Wednesday that reaching a denuclearization deal with North Korea “may take some time.” He spoke during a Cabinet meeting with the president and high-ranking members of his administration. Trump had also said Tuesday that there is “no time limit” to the negotiations, but added Wednesday in a tweet that sanctions would remain in place and there would be big benefits for North Korea at the end of the process."
>David Lulasa,>These police don't make France proud. Shame on them,">The North Korea denuclearization progress has stalled as pressure from economic sanctions appears to be easing, and after U.S. President Donald Trump declared that North Korea is no longer a nuclear threat. U.S. Secretary of State Mike Pompeo said Wednesday that reaching a denuclearization deal with North Korea “may take some time.” He spoke during a Cabinet meeting with the president and high-ranking members of his administration. Trump had also said Tuesday that there is “no time limit” to the negotiations, but added Wednesday in a tweet that sanctions would remain in place and there would be big benefits for North Korea at the end of the process."
>Israel Omoredia,>Democrats are going insane while America is becoming greater,>Russian politicians are rallying behind Vladimir Putin and denouncing American suggestions that the translator at his meeting with U.S. President Donald Trump be interrogated about what they discussed privately.
>R.A. Danner,">What are the odds of the interpreter continuing in ""good health""?",>Russian politicians are rallying behind Vladimir Putin and denouncing American suggestions that the translator at his meeting with U.S. President Donald Trump be interrogated about what they discussed privately.
>Voice of America - VOA,>WATCH ,">Sports celebrity-turned politician Imran Khan is a frontrunner to become Pakistan’s next prime minister. But the run-up to the July 25 national election has been marred by the widespread perception and allegations that the powerful military is meddling in the democratic process on his behalf, to bring to power Khan’s Pakistan Tehreek-e-Insaf (PTI) party."
>David Lulasa,>They must be trustworthy,">At the 20th China-EU leaders' meeting Monday in Beijing, Chinese President Xi Jinping said his country stands ready to promote bilateral economic development. Premier Li Keqiang noted at the summit China had recently cut import tariffs on autos, medicine and consumer goods from the EU."
>Ramsi Wadani,>Anglina jolie is very nice becouce she helps poor people and refugees stay all of the world.THANK YOU VOA.,">At the 20th China-EU leaders' meeting Monday in Beijing, Chinese President Xi Jinping said his country stands ready to promote bilateral economic development. Premier Li Keqiang noted at the summit China had recently cut import tariffs on autos, medicine and consumer goods from the EU."
>Jaimal Bhatti,>She is great social worker.I appreciate !!!,">At the 20th China-EU leaders' meeting Monday in Beijing, Chinese President Xi Jinping said his country stands ready to promote bilateral economic development. Premier Li Keqiang noted at the summit China had recently cut import tariffs on autos, medicine and consumer goods from the EU."
>Kristian Horison Pandumpi,>No European leaders are as smart as President TRUMP.,">President Donald Trump doubled down Tuesday on his long-running criticism of German Chancellor Angela Merkel, saying in a television interview her immigration policies have been a disaster for Europe."
>Pk Shastri,">�!! "" चमत्कार चमत्कार चमत्कार"" !! वशीकरण काला जादू काले इलम के बेताज बादशाह  ((",>Two ageing launch towers at NASA's Cape Canaveral site in Florida were demolished last week.
>Suk Sana,>NASA hehehe,>Two ageing launch towers at NASA's Cape Canaveral site in Florida were demolished last week.
>Pk Shastri,">�!! "" चमत्कार चमत्कार चमत्कार"" !! वशीकरण काला जादू काले इलम के बेताज बादशाह  ((",">The Syrian government is evacuating around 7,000 mostly Shi'ite residents of two pro-government towns north of the rebel-held city of Idlib, as part of a deal brokered by Russia and Turkey, Arab media reports. The government has agreed to release around 1,500 prisoners it holds in the exchange."
>Khalifa Asif Iqbal Qureshi,>He is stupid he has no right to shot down a  human without knowing the reason..police has only right to caught the suspects nothing other then this,">A police officer in Las Vegas fired through the windshield of his car after murder suspects he was chasing shot at him.  Eventually the vehicle the suspects were driving came to a stop and the police officer left his car to confront the suspects.  One suspect was shot and later died, the other escaped on foot but was eventually caught.  The Las Vegas police department said their policy permits officers to shoot from a moving vehicle if the public is in danger."
>Marvis Chinedu Onyeama Jnr,>In the line of duty,">A police officer in Las Vegas fired through the windshield of his car after murder suspects he was chasing shot at him.  Eventually the vehicle the suspects were driving came to a stop and the police officer left his car to confront the suspects.  One suspect was shot and later died, the other escaped on foot but was eventually caught.  The Las Vegas police department said their policy permits officers to shoot from a moving vehicle if the public is in danger."
>Pk Shastri,">�!! "" चमत्कार चमत्कार चमत्कार"" !! वशीकरण काला जादू काले इलम के बेताज बादशाह  ((",>Kenya’s Ministry of Tourism and Wildlife said Tuesday that a ninth black rhino has died after being relocated to a new sanctuary in a national park. The ministry says preliminary investigations indicate the rhinos died of salt poisoning after drinking water with high salinity. 
>Михаил Рубанович,>Животным все меньше места на планете...,>Kenya’s Ministry of Tourism and Wildlife said Tuesday that a ninth black rhino has died after being relocated to a new sanctuary in a national park. The ministry says preliminary investigations indicate the rhinos died of salt poisoning after drinking water with high salinity. 
>Belka Ben,>he's wasting his time and energy on something that has no sense and putting his life in danger.,>Kenya’s Ministry of Tourism and Wildlife said Tuesday that a ninth black rhino has died after being relocated to a new sanctuary in a national park. The ministry says preliminary investigations indicate the rhinos died of salt poisoning after drinking water with high salinity. 
>Steve Kai,>Wasting! I wish if u can distribute those wtml to the poor and hunger!,>Kenya’s Ministry of Tourism and Wildlife said Tuesday that a ninth black rhino has died after being relocated to a new sanctuary in a national park. The ministry says preliminary investigations indicate the rhinos died of salt poisoning after drinking water with high salinity. 
>Babu Mir Retha,>JjjnjjjhjhhhjjjhffghkmjSfrwfhbbbgytgfggikkkfhjjjnnnbhhbjkkkookmfeujbbbbbbbbbbbbbbbbbbbbhnbnnnnnnmmmmmmmmmmnnnnnnmmmmngghhrerfwthr3yoirrgjy6hjjtujjt7jjyujnyijryjbgjjnyjnhujkmjhjrjmjjnnbbfgjjhjghjnryjhgujkjjjhfrhnngrngrhnnttyjjjjhhghhfdynfynngjny8jnt9injyuubbdgjbfghhhhjthhhhhgyuuuuujjjjjnjjffffdhjnjhgdfdrhjjhhhhhhjkllhrfgbggttttyt6hhggfgb,">Australia's Rhiannan Iffland and American Steven LoBue won the women's and men's cliff diving leg in Portugal respectively last week. LoBue had a narrow win ahead of compatriot David Colturi with less than a point between them. Britain's Gary Hunt came third. In the women's event, current champion Iffland finished ahead of Mexico's Adriana Jimenez while Canada's Lysanne Richard came third. Jimenez still leads the overall standing with 360 points ahead of Iffland in second overall with 310. The next stop in the World Series will be in Switzerland on August 5."
>Andrew Mwakilama,">Why not ,,,? Coz they where using black people to fight for world war2 now we r into the world cup ,,,",">As the French savor their World Cup victory, the nation's soccer (football) team is changing old and negative stereotypes about immigrants and integration. But can this sense of national unity and pride really last?"
>David Lulasa,>pray for such thing to happen in the world,">As the French savor their World Cup victory, the nation's soccer (football) team is changing old and negative stereotypes about immigrants and integration. But can this sense of national unity and pride really last?"
>Darlene Gardner,">Trump is still standing firm about his attacks against Europe, NATO, Theresa May, and the mayor of London plus the punitive tariffs.",>President Trump seemed to side with Russian President Vladimir Putin rather than the U.S. intelligence community this week over Russian interference in the 2016 election Monday. Then on Tuesday he claimed he misspoke on the matter. Greta Van Susteren and her guests discuss the reaction to the president’s contradictory statements.
>อึง พรหมทิพย์,>เพราะคนไม่หยุดตัดต้นไม้,">Dozens of residents near The Dalles, Oregon were told to evacuate from a fast-moving grass fire on Tuesday. At least two structures appeared to be burning. In Spokane, Washington, a wildfire prompted evacuation notices for more than 700 homes."
>Frances Adamus,">Prayers to you and, your family. Thank you for your service. GOD BLESS YOU.",">President Donald Trump and first lady Melania Trump headed to Joint Base Andrews on Wednesday to pay their respects to 42-year-old Secret Service agent Nole Remagen. The agent's body was due to arrive there later in the afternoon. A statement from the president says Remagen suffered a stroke and died Tuesday, surrounded by family and Secret Service colleagues."
>Sherry Valade Higginbottom,>Only the good die young. Thank you for your service.,">President Donald Trump and first lady Melania Trump headed to Joint Base Andrews on Wednesday to pay their respects to 42-year-old Secret Service agent Nole Remagen. The agent's body was due to arrive there later in the afternoon. A statement from the president says Remagen suffered a stroke and died Tuesday, surrounded by family and Secret Service colleagues."
>Azubuike Zubbes Ofodumogu,>Are You Begging For Made In China Products? Don't Be Desperate For That!,">White House National Economic Council Director Larry Kudlow said he believed lower-level Chinese officials want to end tariffs the world's two largest economic powers have imposed on each other, but that Xi has refused to amend China's technology transfer and other trade policies."
>Freeman Phoenix,">Liar,let me tell you no body want the trade war in China,but we dont fear the war......",">White House National Economic Council Director Larry Kudlow said he believed lower-level Chinese officials want to end tariffs the world's two largest economic powers have imposed on each other, but that Xi has refused to amend China's technology transfer and other trade policies."
>Pk Shastri,">�!! "" चमत्कार चमत्कार चमत्कार"" !! वशीकरण काला जादू काले इलम के बेताज बादशाह  ((",">Estonia was the one of the first countries to suffer a large-scale cyber-attack — and most experts say Russia was behind the 2007 strike. The Baltic country now hosts NATO’s Center of Excellence on cyber security, aimed at sharing best practices among members and allies. Japan has just joined the center, as it fears the 2020 Olympics in Tokyo could be targeted."
>Jack Bates,">but, of course, donald would say that the Russians couldn't possibly be responsible",">Estonia was the one of the first countries to suffer a large-scale cyber-attack — and most experts say Russia was behind the 2007 strike. The Baltic country now hosts NATO’s Center of Excellence on cyber security, aimed at sharing best practices among members and allies. Japan has just joined the center, as it fears the 2020 Olympics in Tokyo could be targeted."
>Leland Hovey,">As a NATO member, it seems wrong for Turkey to purchase armaments from a NATO adversary. Not only could it jeopardize the sale of the F35s, it could incur funding reductions.",">Turkey is protesting U.S. lawmakers' efforts to block delivery of F-35 fighter jets to Ankara because of Turkey's commitment to also buy a Russian missile defense system instead of a U.S.-made system. Turkey's ambassador to Washington, Serdar Kilic, told VOA that if Congress eventually approves legislation now under consideration blocking the sale of more than 100 of the warplanes to Turkey, it could further impair contentious relations between the two NATO allies. ""Until today, we have contributed over $800 million to the F-35 project through the production process,"" Kilic said. ""Two of these aircrafts were delivered to the Turkish government. I hope Congress will not take such a decision"" to curb further sales."
